text,emotion
आज मी खूप संतापलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
मी सामान्य महसूस करत आहे या बातमीमुळे 😐,neutral
माझे मन धक्का बसलेला वाटत आहे या परिस्थितीबद्दल 😲,surprise
मी चिंताग्रस्त महसूस करत आहे या क्षणी 😨,fear
माझे मन खूप संतापलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
माझे मन खूप प्रेम वाटत आहे अनुभवत आहे या क्षणी ❤️,love
आज मी सामान्य अनुभवत आहे हे ऐकल्यावर 😐,neutral
आज मी चिडलेला वाटत आहे हे ऐकल्यावर 😡,anger
आज मी खूप आनंदी महसूस करत आहे आजच्या घटनेबद्दल 😀,joy
माझे मन खूप उदास अनुभवत आहे या परिस्थितीबद्दल 😢,sadness
आज मी आश्चर्यचकित महसूस करत आहे आजच्या घटनेबद्दल 😲,surprise
खरं सांगायचं तर मी भीती वाटत आहे वाटत आहे या परिस्थितीबद्दल 😨,fear
खरं सांगायचं तर मी खूप प्रेम वाटत आहे अनुभवत आहे हे ऐकल्यावर ❤️,love
खरं सांगायचं तर मी चिंताग्रस्त महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
खरं सांगायचं तर मी धक्का बसलेला अनुभवत आहे या परिस्थितीबद्दल 😲,surprise
मी घाबरलेला वाटत आहे या क्षणी 😨,fear
आत्ता मी खुश वाटत आहे या क्षणी 😀,joy
माझे मन शांत अनुभवत आहे या क्षणी 😐,neutral
माझे मन शांत महसूस करत आहे या क्षणी 😐,neutral
माझे मन खूप आनंदी अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी घाबरलेला महसूस करत आहे या परिस्थितीबद्दल 😨,fear
आज मी दुःखी महसूस करत आहे या क्षणी 😢,sadness
खरं सांगायचं तर मी रागावलेला अनुभवत आहे हे ऐकल्यावर 😡,anger
माझे मन चिडलेला वाटत आहे हे ऐकल्यावर 😡,anger
आज मी चिडलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
मी प्रेमाने भरलेला अनुभवत आहे या क्षणी ❤️,love
आज मी प्रेमाने भरलेला वाटत आहे आजच्या घटनेबद्दल ❤️,love
आत्ता मी उत्साहित वाटत आहे या बातमीमुळे 😀,joy
खरं सांगायचं तर मी खूप आनंदी महसूस करत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी दुःखी वाटत आहे या परिस्थितीबद्दल 😢,sadness
आज मी खूप प्रेम वाटत आहे अनुभवत आहे हे ऐकल्यावर ❤️,love
मी खूप प्रेम वाटत आहे महसूस करत आहे या परिस्थितीबद्दल ❤️,love
आज मी सामान्य अनुभवत आहे या बातमीमुळे 😐,neutral
आत्ता मी सामान्य वाटत आहे आजच्या घटनेबद्दल 😐,neutral
आत्ता मी खूप संतापलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
आज मी खुश वाटत आहे या बातमीमुळे 😀,joy
आत्ता मी शांत महसूस करत आहे हे ऐकल्यावर 😐,neutral
माझे मन खूप प्रेम वाटत आहे अनुभवत आहे या परिस्थितीबद्दल ❤️,love
मी दुःखी महसूस करत आहे या बातमीमुळे 😢,sadness
माझे मन भीती वाटत आहे महसूस करत आहे या परिस्थितीबद्दल 😨,fear
मी खूप आनंदी महसूस करत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी खुश वाटत आहे हे ऐकल्यावर 😀,joy
आत्ता मी भावूक वाटत आहे आजच्या घटनेबद्दल 😢,sadness
माझे मन प्रेमाने भरलेला वाटत आहे या क्षणी ❤️,love
मी रागावलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
खरं सांगायचं तर मी सामान्य महसूस करत आहे आजच्या घटनेबद्दल 😐,neutral
आज मी आश्चर्यचकित महसूस करत आहे या बातमीमुळे 😲,surprise
माझे मन भावूक वाटत आहे या बातमीमुळे 😢,sadness
खरं सांगायचं तर मी आनंदी महसूस करत आहे हे ऐकल्यावर 😀,joy
आज मी धक्का बसलेला अनुभवत आहे या बातमीमुळे 😲,surprise
आत्ता मी खुश अनुभवत आहे या बातमीमुळे 😀,joy
माझे मन खूप आनंदी महसूस करत आहे या बातमीमुळे 😀,joy
मी चिडलेला वाटत आहे आजच्या घटनेबद्दल 😡,anger
खरं सांगायचं तर मी शांत अनुभवत आहे या बातमीमुळे 😐,neutral
आत्ता मी चिडलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
आत्ता मी उत्साहित महसूस करत आहे या क्षणी 😀,joy
माझे मन प्रेमाने भरलेला महसूस करत आहे या बातमीमुळे ❤️,love
खरं सांगायचं तर मी ठीक अनुभवत आहे या परिस्थितीबद्दल 😐,neutral
खरं सांगायचं तर मी उत्साहित महसूस करत आहे आजच्या घटनेबद्दल 😀,joy
मी धक्का बसलेला वाटत आहे या क्षणी 😲,surprise
खरं सांगायचं तर मी आश्चर्यचकित वाटत आहे या परिस्थितीबद्दल 😲,surprise
मी दुःखी महसूस करत आहे हे ऐकल्यावर 😢,sadness
खरं सांगायचं तर मी खूप प्रेम वाटत आहे महसूस करत आहे या क्षणी ❤️,love
माझे मन ठीक वाटत आहे या बातमीमुळे 😐,neutral
आज मी भीती वाटत आहे वाटत आहे हे ऐकल्यावर 😨,fear
आत्ता मी रागावलेला वाटत आहे या क्षणी 😡,anger
आत्ता मी खूप संतापलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
माझे मन आश्चर्यचकित अनुभवत आहे या क्षणी 😲,surprise
खरं सांगायचं तर मी चिडलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
मी चिडलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
खरं सांगायचं तर मी रागावलेला वाटत आहे या क्षणी 😡,anger
माझे मन खुश अनुभवत आहे या क्षणी 😀,joy
मी ठीक वाटत आहे हे ऐकल्यावर 😐,neutral
आत्ता मी धक्का बसलेला अनुभवत आहे आजच्या घटनेबद्दल 😲,surprise
आज मी भीती वाटत आहे अनुभवत आहे या क्षणी 😨,fear
खरं सांगायचं तर मी खूप उदास महसूस करत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी खूप प्रेम वाटत आहे महसूस करत आहे या बातमीमुळे ❤️,love
आत्ता मी दुःखी अनुभवत आहे या क्षणी 😢,sadness
आज मी खूप संतापलेला वाटत आहे या बातमीमुळे 😡,anger
आज मी आनंदी अनुभवत आहे या परिस्थितीबद्दल 😀,joy
माझे मन दुःखी अनुभवत आहे हे ऐकल्यावर 😢,sadness
आज मी रागावलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
आज मी ठीक अनुभवत आहे हे ऐकल्यावर 😐,neutral
आज मी प्रेमाने भरलेला महसूस करत आहे या बातमीमुळे ❤️,love
माझे मन चिडलेला अनुभवत आहे हे ऐकल्यावर 😡,anger
मी खुश महसूस करत आहे या बातमीमुळे 😀,joy
आज मी चिडलेला अनुभवत आहे आजच्या घटनेबद्दल 😡,anger
खरं सांगायचं तर मी खूप संतापलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
मी उत्साहित वाटत आहे हे ऐकल्यावर 😀,joy
आत्ता मी खूप प्रेम वाटत आहे महसूस करत आहे या बातमीमुळे ❤️,love
खरं सांगायचं तर मी आश्चर्यचकित महसूस करत आहे या बातमीमुळे 😲,surprise
आज मी भावूक वाटत आहे हे ऐकल्यावर 😢,sadness
खरं सांगायचं तर मी खूप प्रेम वाटत आहे वाटत आहे या बातमीमुळे ❤️,love
आज मी खूप आनंदी महसूस करत आहे या बातमीमुळे 😀,joy
माझे मन खूप उदास वाटत आहे आजच्या घटनेबद्दल 😢,sadness
खरं सांगायचं तर मी धक्का बसलेला महसूस करत आहे या क्षणी 😲,surprise
माझे मन धक्का बसलेला महसूस करत आहे या परिस्थितीबद्दल 😲,surprise
मी धक्का बसलेला अनुभवत आहे आजच्या घटनेबद्दल 😲,surprise
आज मी धक्का बसलेला वाटत आहे या बातमीमुळे 😲,surprise
मी खूप प्रेम वाटत आहे महसूस करत आहे हे ऐकल्यावर ❤️,love
माझे मन शांत वाटत आहे या परिस्थितीबद्दल 😐,neutral
आज मी ठीक अनुभवत आहे या बातमीमुळे 😐,neutral
माझे मन घाबरलेला महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन आश्चर्यचकित महसूस करत आहे या परिस्थितीबद्दल 😲,surprise
मी धक्का बसलेला वाटत आहे हे ऐकल्यावर 😲,surprise
मी रागावलेला अनुभवत आहे आजच्या घटनेबद्दल 😡,anger
आज मी सामान्य वाटत आहे या परिस्थितीबद्दल 😐,neutral
आत्ता मी प्रेमाने भरलेला वाटत आहे हे ऐकल्यावर ❤️,love
मी खुश महसूस करत आहे आजच्या घटनेबद्दल 😀,joy
खरं सांगायचं तर मी आश्चर्यचकित वाटत आहे या क्षणी 😲,surprise
माझे मन भीती वाटत आहे वाटत आहे या क्षणी 😨,fear
आत्ता मी चिडलेला वाटत आहे या बातमीमुळे 😡,anger
आत्ता मी उत्साहित अनुभवत आहे या परिस्थितीबद्दल 😀,joy
मी भावूक महसूस करत आहे हे ऐकल्यावर 😢,sadness
आत्ता मी घाबरलेला महसूस करत आहे हे ऐकल्यावर 😨,fear
आज मी खुश अनुभवत आहे हे ऐकल्यावर 😀,joy
मी खुश अनुभवत आहे या क्षणी 😀,joy
माझे मन भावूक अनुभवत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी खूप उदास अनुभवत आहे या क्षणी 😢,sadness
खरं सांगायचं तर मी आश्चर्यचकित वाटत आहे हे ऐकल्यावर 😲,surprise
खरं सांगायचं तर मी खुश महसूस करत आहे या परिस्थितीबद्दल 😀,joy
आज मी सामान्य महसूस करत आहे या बातमीमुळे 😐,neutral
आज मी ठीक वाटत आहे या क्षणी 😐,neutral
आत्ता मी चिंताग्रस्त अनुभवत आहे हे ऐकल्यावर 😨,fear
मी भीती वाटत आहे वाटत आहे या बातमीमुळे 😨,fear
आत्ता मी भीती वाटत आहे महसूस करत आहे या बातमीमुळे 😨,fear
खरं सांगायचं तर मी भीती वाटत आहे वाटत आहे या क्षणी 😨,fear
खरं सांगायचं तर मी शांत वाटत आहे या बातमीमुळे 😐,neutral
आज मी चिंताग्रस्त अनुभवत आहे या क्षणी 😨,fear
खरं सांगायचं तर मी रागावलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
आत्ता मी भावूक वाटत आहे या बातमीमुळे 😢,sadness
आत्ता मी भीती वाटत आहे महसूस करत आहे हे ऐकल्यावर 😨,fear
खरं सांगायचं तर मी प्रेमाने भरलेला अनुभवत आहे या क्षणी ❤️,love
आत्ता मी ठीक महसूस करत आहे या क्षणी 😐,neutral
खरं सांगायचं तर मी ठीक वाटत आहे हे ऐकल्यावर 😐,neutral
माझे मन खूप आनंदी वाटत आहे या क्षणी 😀,joy
खरं सांगायचं तर मी खुश वाटत आहे हे ऐकल्यावर 😀,joy
आज मी खूप संतापलेला वाटत आहे या क्षणी 😡,anger
आज मी सामान्य वाटत आहे या बातमीमुळे 😐,neutral
आज मी प्रेमाने भरलेला महसूस करत आहे या परिस्थितीबद्दल ❤️,love
माझे मन खूप संतापलेला अनुभवत आहे या क्षणी 😡,anger
आत्ता मी चिंताग्रस्त वाटत आहे या क्षणी 😨,fear
आत्ता मी उत्साहित महसूस करत आहे या बातमीमुळे 😀,joy
आत्ता मी खूप उदास अनुभवत आहे या बातमीमुळे 😢,sadness
माझे मन खूप आनंदी वाटत आहे या परिस्थितीबद्दल 😀,joy
आज मी दुःखी वाटत आहे हे ऐकल्यावर 😢,sadness
माझे मन चिंताग्रस्त वाटत आहे आजच्या घटनेबद्दल 😨,fear
आत्ता मी आश्चर्यचकित महसूस करत आहे आजच्या घटनेबद्दल 😲,surprise
खरं सांगायचं तर मी भीती वाटत आहे वाटत आहे या बातमीमुळे 😨,fear
आत्ता मी आश्चर्यचकित महसूस करत आहे या क्षणी 😲,surprise
आज मी खूप आनंदी अनुभवत आहे या परिस्थितीबद्दल 😀,joy
मी भीती वाटत आहे वाटत आहे हे ऐकल्यावर 😨,fear
आज मी शांत महसूस करत आहे हे ऐकल्यावर 😐,neutral
माझे मन ठीक वाटत आहे आजच्या घटनेबद्दल 😐,neutral
मी आनंदी अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
आज मी प्रेमाने भरलेला वाटत आहे या क्षणी ❤️,love
आत्ता मी रागावलेला अनुभवत आहे आजच्या घटनेबद्दल 😡,anger
आत्ता मी शांत वाटत आहे या परिस्थितीबद्दल 😐,neutral
आत्ता मी खूप उदास वाटत आहे या बातमीमुळे 😢,sadness
आज मी खुश अनुभवत आहे या क्षणी 😀,joy
आत्ता मी भीती वाटत आहे अनुभवत आहे आजच्या घटनेबद्दल 😨,fear
मी प्रेमाने भरलेला महसूस करत आहे हे ऐकल्यावर ❤️,love
आज मी घाबरलेला अनुभवत आहे हे ऐकल्यावर 😨,fear
खरं सांगायचं तर मी घाबरलेला महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
आज मी धक्का बसलेला अनुभवत आहे या परिस्थितीबद्दल 😲,surprise
खरं सांगायचं तर मी शांत अनुभवत आहे या क्षणी 😐,neutral
खरं सांगायचं तर मी ठीक महसूस करत आहे या बातमीमुळे 😐,neutral
आत्ता मी दुःखी महसूस करत आहे या क्षणी 😢,sadness
आत्ता मी खूप प्रेम वाटत आहे महसूस करत आहे हे ऐकल्यावर ❤️,love
आज मी आश्चर्यचकित वाटत आहे या परिस्थितीबद्दल 😲,surprise
माझे मन खूप संतापलेला अनुभवत आहे हे ऐकल्यावर 😡,anger
आत्ता मी खूप उदास महसूस करत आहे या परिस्थितीबद्दल 😢,sadness
खरं सांगायचं तर मी दुःखी अनुभवत आहे या क्षणी 😢,sadness
आत्ता मी खूप प्रेम वाटत आहे वाटत आहे या बातमीमुळे ❤️,love
माझे मन भावूक वाटत आहे या क्षणी 😢,sadness
मी खूप संतापलेला महसूस करत आहे या क्षणी 😡,anger
मी खूप प्रेम वाटत आहे वाटत आहे हे ऐकल्यावर ❤️,love
माझे मन धक्का बसलेला वाटत आहे या क्षणी 😲,surprise
माझे मन चिंताग्रस्त अनुभवत आहे हे ऐकल्यावर 😨,fear
माझे मन आनंदी वाटत आहे या परिस्थितीबद्दल 😀,joy
आज मी आश्चर्यचकित महसूस करत आहे हे ऐकल्यावर 😲,surprise
आत्ता मी धक्का बसलेला वाटत आहे आजच्या घटनेबद्दल 😲,surprise
मी ठीक अनुभवत आहे या परिस्थितीबद्दल 😐,neutral
आज मी घाबरलेला वाटत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन खूप आनंदी वाटत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी धक्का बसलेला महसूस करत आहे हे ऐकल्यावर 😲,surprise
आज मी उत्साहित महसूस करत आहे आजच्या घटनेबद्दल 😀,joy
माझे मन धक्का बसलेला वाटत आहे हे ऐकल्यावर 😲,surprise
खरं सांगायचं तर मी खूप संतापलेला वाटत आहे या क्षणी 😡,anger
मी सामान्य अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
आज मी चिंताग्रस्त महसूस करत आहे हे ऐकल्यावर 😨,fear
मी प्रेमाने भरलेला अनुभवत आहे आजच्या घटनेबद्दल ❤️,love
खरं सांगायचं तर मी आनंदी महसूस करत आहे या परिस्थितीबद्दल 😀,joy
मी प्रेमाने भरलेला अनुभवत आहे हे ऐकल्यावर ❤️,love
आज मी चिडलेला वाटत आहे या परिस्थितीबद्दल 😡,anger
मी चिडलेला अनुभवत आहे या परिस्थितीबद्दल 😡,anger
आत्ता मी चिडलेला अनुभवत आहे या क्षणी 😡,anger
माझे मन भावूक अनुभवत आहे हे ऐकल्यावर 😢,sadness
खरं सांगायचं तर मी धक्का बसलेला अनुभवत आहे आजच्या घटनेबद्दल 😲,surprise
मी ठीक वाटत आहे या परिस्थितीबद्दल 😐,neutral
माझे मन धक्का बसलेला अनुभवत आहे या क्षणी 😲,surprise
माझे मन भावूक महसूस करत आहे या क्षणी 😢,sadness
मी धक्का बसलेला वाटत आहे आजच्या घटनेबद्दल 😲,surprise
आज मी रागावलेला महसूस करत आहे या परिस्थितीबद्दल 😡,anger
आत्ता मी खूप उदास महसूस करत आहे आजच्या घटनेबद्दल 😢,sadness
आत्ता मी प्रेमाने भरलेला महसूस करत आहे या बातमीमुळे ❤️,love
आत्ता मी प्रेमाने भरलेला अनुभवत आहे या बातमीमुळे ❤️,love
आत्ता मी उत्साहित अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
मी आश्चर्यचकित वाटत आहे हे ऐकल्यावर 😲,surprise
मी आश्चर्यचकित अनुभवत आहे या क्षणी 😲,surprise
मी दुःखी वाटत आहे हे ऐकल्यावर 😢,sadness
आज मी सामान्य महसूस करत आहे या क्षणी 😐,neutral
मी घाबरलेला महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
आज मी भीती वाटत आहे महसूस करत आहे या परिस्थितीबद्दल 😨,fear
खरं सांगायचं तर मी घाबरलेला वाटत आहे आजच्या घटनेबद्दल 😨,fear
माझे मन रागावलेला अनुभवत आहे या क्षणी 😡,anger
खरं सांगायचं तर मी घाबरलेला महसूस करत आहे या परिस्थितीबद्दल 😨,fear
खरं सांगायचं तर मी धक्का बसलेला अनुभवत आहे हे ऐकल्यावर 😲,surprise
आत्ता मी प्रेमाने भरलेला वाटत आहे या बातमीमुळे ❤️,love
आज मी शांत वाटत आहे या बातमीमुळे 😐,neutral
माझे मन शांत वाटत आहे या बातमीमुळे 😐,neutral
आत्ता मी शांत अनुभवत आहे या परिस्थितीबद्दल 😐,neutral
माझे मन प्रेमाने भरलेला वाटत आहे आजच्या घटनेबद्दल ❤️,love
खरं सांगायचं तर मी खूप प्रेम वाटत आहे वाटत आहे या क्षणी ❤️,love
माझे मन खूप प्रेम वाटत आहे अनुभवत आहे या बातमीमुळे ❤️,love
खरं सांगायचं तर मी खूप संतापलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
मी भावूक महसूस करत आहे या क्षणी 😢,sadness
मी चिडलेला वाटत आहे या बातमीमुळे 😡,anger
आज मी रागावलेला वाटत आहे या बातमीमुळे 😡,anger
आज मी प्रेमाने भरलेला अनुभवत आहे हे ऐकल्यावर ❤️,love
मी चिंताग्रस्त वाटत आहे आजच्या घटनेबद्दल 😨,fear
आत्ता मी खूप संतापलेला अनुभवत आहे आजच्या घटनेबद्दल 😡,anger
आज मी घाबरलेला अनुभवत आहे या परिस्थितीबद्दल 😨,fear
मी खूप प्रेम वाटत आहे महसूस करत आहे या बातमीमुळे ❤️,love
माझे मन रागावलेला वाटत आहे या क्षणी 😡,anger
आज मी प्रेमाने भरलेला अनुभवत आहे आजच्या घटनेबद्दल ❤️,love
मी भीती वाटत आहे महसूस करत आहे या परिस्थितीबद्दल 😨,fear
आत्ता मी आश्चर्यचकित महसूस करत आहे या परिस्थितीबद्दल 😲,surprise
खरं सांगायचं तर मी प्रेमाने भरलेला महसूस करत आहे या बातमीमुळे ❤️,love
खरं सांगायचं तर मी आनंदी अनुभवत आहे या बातमीमुळे 😀,joy
आज मी रागावलेला महसूस करत आहे या बातमीमुळे 😡,anger
खरं सांगायचं तर मी सामान्य वाटत आहे आजच्या घटनेबद्दल 😐,neutral
खरं सांगायचं तर मी ठीक वाटत आहे आजच्या घटनेबद्दल 😐,neutral
खरं सांगायचं तर मी धक्का बसलेला वाटत आहे आजच्या घटनेबद्दल 😲,surprise
आज मी आनंदी वाटत आहे हे ऐकल्यावर 😀,joy
मी दुःखी महसूस करत आहे आजच्या घटनेबद्दल 😢,sadness
माझे मन आश्चर्यचकित अनुभवत आहे या परिस्थितीबद्दल 😲,surprise
मी खुश वाटत आहे आजच्या घटनेबद्दल 😀,joy
खरं सांगायचं तर मी चिडलेला महसूस करत आहे आजच्या घटनेबद्दल 😡,anger
खरं सांगायचं तर मी भीती वाटत आहे महसूस करत आहे हे ऐकल्यावर 😨,fear
आत्ता मी दुःखी अनुभवत आहे हे ऐकल्यावर 😢,sadness
आज मी चिंताग्रस्त वाटत आहे आजच्या घटनेबद्दल 😨,fear
आज मी धक्का बसलेला अनुभवत आहे हे ऐकल्यावर 😲,surprise
मी उत्साहित अनुभवत आहे या क्षणी 😀,joy
आत्ता मी भावूक वाटत आहे या क्षणी 😢,sadness
आज मी रागावलेला अनुभवत आहे या बातमीमुळे 😡,anger
माझे मन खूप उदास वाटत आहे या बातमीमुळे 😢,sadness
माझे मन सामान्य अनुभवत आहे या परिस्थितीबद्दल 😐,neutral
मी खूप उदास वाटत आहे आजच्या घटनेबद्दल 😢,sadness
आज मी आनंदी अनुभवत आहे आजच्या घटनेबद्दल 😀,joy
आत्ता मी धक्का बसलेला अनुभवत आहे या क्षणी 😲,surprise
आत्ता मी खुश महसूस करत आहे या बातमीमुळे 😀,joy
मी खूप आनंदी अनुभवत आहे या परिस्थितीबद्दल 😀,joy
माझे मन दुःखी अनुभवत आहे या क्षणी 😢,sadness
मी खूप संतापलेला अनुभवत आहे आजच्या घटनेबद्दल 😡,anger
आज मी चिडलेला अनुभवत आहे हे ऐकल्यावर 😡,anger
माझे मन घाबरलेला महसूस करत आहे हे ऐकल्यावर 😨,fear
मी चिंताग्रस्त महसूस करत आहे आजच्या घटनेबद्दल 😨,fear
खरं सांगायचं तर मी चिंताग्रस्त वाटत आहे आजच्या घटनेबद्दल 😨,fear
मी आनंदी वाटत आहे या क्षणी 😀,joy
माझे मन धक्का बसलेला महसूस करत आहे या क्षणी 😲,surprise
आज मी ठीक अनुभवत आहे आजच्या घटनेबद्दल 😐,neutral
आत्ता मी खुश अनुभवत आहे या परिस्थितीबद्दल 😀,joy
आज मी शांत वाटत आहे या परिस्थितीबद्दल 😐,neutral
आत्ता मी शांत महसूस करत आहे या क्षणी 😐,neutral
खरं सांगायचं तर मी खुश महसूस करत आहे या बातमीमुळे 😀,joy
मी खूप प्रेम वाटत आहे वाटत आहे या क्षणी ❤️,love
खरं सांगायचं तर मी आश्चर्यचकित महसूस करत आहे या परिस्थितीबद्दल 😲,surprise
आज मी ठीक महसूस करत आहे या परिस्थितीबद्दल 😐,neutral
आज मी सामान्य महसूस करत आहे आजच्या घटनेबद्दल 😐,neutral
मी खूप संतापलेला वाटत आहे आजच्या घटनेबद्दल 😡,anger
माझे मन चिडलेला वाटत आहे या क्षणी 😡,anger
मी भीती वाटत आहे महसूस करत आहे हे ऐकल्यावर 😨,fear
आत्ता मी खूप उदास वाटत आहे आजच्या घटनेबद्दल 😢,sadness
मी ठीक वाटत आहे आजच्या घटनेबद्दल 😐,neutral
आत्ता मी भीती वाटत आहे वाटत आहे या परिस्थितीबद्दल 😨,fear
आज मी भावूक अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
खरं सांगायचं तर मी खूप आनंदी वाटत आहे या क्षणी 😀,joy
आज मी चिंताग्रस्त अनुभवत आहे आजच्या घटनेबद्दल 😨,fear
खरं सांगायचं तर मी दुःखी महसूस करत आहे हे ऐकल्यावर 😢,sadness
मी खूप उदास अनुभवत आहे आजच्या घटनेबद्दल 😢,sadness
आत्ता मी शांत महसूस करत आहे या परिस्थितीबद्दल 😐,neutral
मी चिंताग्रस्त महसूस करत आहे या परिस्थितीबद्दल 😨,fear
आत्ता मी प्रेमाने भरलेला अनुभवत आहे या क्षणी ❤️,love
माझे मन शांत वाटत आहे आजच्या घटनेबद्दल 😐,neutral
खरं सांगायचं तर मी खूप संतापलेला वाटत आहे हे ऐकल्यावर 😡,anger
आज मी धक्का बसलेला महसूस करत आहे या बातमीमुळे 😲,surprise
आत्ता मी शांत अनुभवत आहे हे ऐकल्यावर 😐,neutral
माझे मन रागावलेला महसूस करत आहे हे ऐकल्यावर 😡,anger
आज मी उत्साहित महसूस करत आहे हे ऐकल्यावर 😀,joy
माझे मन घाबरलेला अनुभवत आहे हे ऐकल्यावर 😨,fear
माझे मन चिडलेला अनुभवत आहे आजच्या घटनेबद्दल 😡,anger
मी प्रेमाने भरलेला महसूस करत आहे या क्षणी ❤️,love
खरं सांगायचं तर मी आश्चर्यचकित अनुभवत आहे या क्षणी 😲,surprise
खरं सांगायचं तर मी खुश वाटत आहे या बातमीमुळे 😀,joy
आत्ता मी खूप आनंदी महसूस करत आहे या क्षणी 😀,joy
माझे मन प्रेमाने भरलेला वाटत आहे हे ऐकल्यावर ❤️,love
मी भावूक महसूस करत आहे आजच्या घटनेबद्दल 😢,sadness
माझे मन खूप संतापलेला वाटत आहे आजच्या घटनेबद्दल 😡,anger
माझे मन सामान्य अनुभवत आहे या बातमीमुळे 😐,neutral
